clip_id,guitar,classical,slow,techno,strings,drums,electronic,rock,fast,piano,ambient,beat,violin,vocal,synth,female,indian,opera,male,singing,vocals,no vocals,harpsichord,loud,quiet,flute,woman,male vocal,no vocal,pop,soft,sitar,solo,man,classic,choir,voice,new age,dance,female vocal,male voice,beats,harp,cello,no voice,weird,country,metal,female voice,choral,mp3_path,text
7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/claire_fitch-ambiencellist_part_ii-02-four_days-0-29.mp3,claire fitch ambiencellist part ii 02 four days
7453,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/claire_fitch-ambiencellist_part_ii-02-four_days-88-117.mp3,claire fitch ambiencellist part ii 02 four days
7454,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/claire_fitch-ambiencellist_part_ii-02-four_days-117-146.mp3,claire fitch ambiencellist part ii 02 four days
7455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/claire_fitch-ambiencellist_part_ii-02-four_days-146-175.mp3,claire fitch ambiencellist part ii 02 four days
7457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/claire_fitch-ambiencellist_part_ii-02-four_days-204-233.mp3,claire fitch ambiencellist part ii 02 four days
7464,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a/mr_gelatine-electroluv-02-frank-59-88.mp3,mr gelatine electroluv 02 frank
7465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a/mr_gelatine-electroluv-02-frank-88-117.mp3,mr gelatine electroluv 02 frank
7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a/mr_gelatine-electroluv-02-frank-117-146.mp3,mr gelatine electroluv 02 frank
7467,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/spinecar-up_from_the_mud-02-freeze-0-29.mp3,spinecar up from the mud 02 freeze
7473,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/spinecar-up_from_the_mud-02-freeze-175-204.mp3,spinecar up from the mud 02 freeze
7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/sand_craig_and_dornenburg-biber_violin_sonatas-02-froberger_toccata_vi_in_a_minor_1656-30-59.mp3,sand craig and dornenburg biber violin sonatas 02 froberger toccata vi in a minor 1656
7478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/sand_craig_and_dornenburg-biber_violin_sonatas-02-froberger_toccata_vi_in_a_minor_1656-117-146.mp3,sand craig and dornenburg biber violin sonatas 02 froberger toccata vi in a minor 1656
7480,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/sand_craig_and_dornenburg-biber_violin_sonatas-02-froberger_toccata_vi_in_a_minor_1656-175-204.mp3,sand craig and dornenburg biber violin sonatas 02 froberger toccata vi in a minor 1656
7486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/mijo-fata_morgana-02-future_past-0-29.mp3,mijo fata morgana 02 future past
7488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/mijo-fata_morgana-02-future_past-59-88.mp3,mijo fata morgana 02 future past
7489,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1/mijo-fata_morgana-02-future_past-88-117.mp3,mijo fata morgana 02 future past
7491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/mijo-fata_morgana-02-future_past-146-175.mp3,mijo fata morgana 02 future past
7496,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,e/skitzo-heavy_shit-02-gag_like_a_maggot-117-146.mp3,skitzo heavy shit 02 gag like a maggot
7504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/etherfysh-box_of_fysh-02-garuda-0-29.mp3,etherfysh box of fysh 02 garuda
7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/etherfysh-box_of_fysh-02-garuda-30-59.mp3,etherfysh box of fysh 02 garuda
7507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/etherfysh-box_of_fysh-02-garuda-88-117.mp3,etherfysh box of fysh 02 garuda
7508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/etherfysh-box_of_fysh-02-garuda-117-146.mp3,etherfysh box of fysh 02 garuda
7509,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3/etherfysh-box_of_fysh-02-garuda-146-175.mp3,etherfysh box of fysh 02 garuda
7514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/etherfysh-box_of_fysh-02-garuda-291-320.mp3,etherfysh box of fysh 02 garuda
7515,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/anup-embrace-02-genesis_wave-0-29.mp3,anup embrace 02 genesis wave
7520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/anup-embrace-02-genesis_wave-146-175.mp3,anup embrace 02 genesis wave
7521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/anup-embrace-02-genesis_wave-175-204.mp3,anup embrace 02 genesis wave
7522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/anup-embrace-02-genesis_wave-204-233.mp3,anup embrace 02 genesis wave
7524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/anup-embrace-02-genesis_wave-262-291.mp3,anup embrace 02 genesis wave
7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/anup-embrace-02-genesis_wave-291-320.mp3,anup embrace 02 genesis wave
7528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/anup-embrace-02-genesis_wave-378-407.mp3,anup embrace 02 genesis wave
7530,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,f/jacob_heringman_and_catherine_king-alonso_mudarra_songs_and_solos-02-gentil_cavallero-0-29.mp3,jacob heringman and catherine king alonso mudarra songs and solos 02 gentil cavallero
7531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f/jacob_heringman_and_catherine_king-alonso_mudarra_songs_and_solos-02-gentil_cavallero-30-59.mp3,jacob heringman and catherine king alonso mudarra songs and solos 02 gentil cavallero
7543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/wicked_boy-chemistry-02-give_it_to_me-59-88.mp3,wicked boy chemistry 02 give it to me
7546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/wicked_boy-chemistry-02-give_it_to_me-146-175.mp3,wicked boy chemistry 02 give it to me
7549,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f/norine_braun-and_the_mood_swings-02-give_me_love-0-29.mp3,norine braun and the mood swings 02 give me love
7550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,f/norine_braun-and_the_mood_swings-02-give_me_love-30-59.mp3,norine braun and the mood swings 02 give me love
7551,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f/norine_braun-and_the_mood_swings-02-give_me_love-59-88.mp3,norine braun and the mood swings 02 give me love
7552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,f/norine_braun-and_the_mood_swings-02-give_me_love-88-117.mp3,norine braun and the mood swings 02 give me love
7571,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/american_bach_soloists-joseph_haydn__masses-02-gloria__allegro-59-88.mp3,american bach soloists joseph haydn masses 02 gloria allegro
7573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/american_bach_soloists-joseph_haydn__masses-02-gloria__allegro-117-146.mp3,american bach soloists joseph haydn masses 02 gloria allegro
7574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/american_bach_soloists-joseph_haydn__masses-02-gloria__allegro-146-175.mp3,american bach soloists joseph haydn masses 02 gloria allegro
7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/american_bach_soloists-joseph_haydn__masses-02-gloria__allegro-175-204.mp3,american bach soloists joseph haydn masses 02 gloria allegro
7594,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d/jeff_wahl-guitarscapes-02-guinevere-0-29.mp3,jeff wahl guitarscapes 02 guinevere
7598,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d/jeff_wahl-guitarscapes-02-guinevere-117-146.mp3,jeff wahl guitarscapes 02 guinevere
7605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a/the_headroom_project-ciri_a_doro-02-gunklat_sasmazor-30-59.mp3,the headroom project ciri a doro 02 gunklat sasmazor
7606,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,a/the_headroom_project-ciri_a_doro-02-gunklat_sasmazor-59-88.mp3,the headroom project ciri a doro 02 gunklat sasmazor
7607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a/the_headroom_project-ciri_a_doro-02-gunklat_sasmazor-88-117.mp3,the headroom project ciri a doro 02 gunklat sasmazor
7610,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a/the_headroom_project-ciri_a_doro-02-gunklat_sasmazor-175-204.mp3,the headroom project ciri a doro 02 gunklat sasmazor
7613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a/the_headroom_project-ciri_a_doro-02-gunklat_sasmazor-262-291.mp3,the headroom project ciri a doro 02 gunklat sasmazor
7623,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/jeff_wahl-guinevere-02-happy_despite_it_all-0-29.mp3,jeff wahl guinevere 02 happy despite it all
7624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/jeff_wahl-guinevere-02-happy_despite_it_all-30-59.mp3,jeff wahl guinevere 02 happy despite it all
7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/jeff_wahl-guinevere-02-happy_despite_it_all-59-88.mp3,jeff wahl guinevere 02 happy despite it all
7628,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b/wicked_allstars-dark_clouds-02-happy-0-29.mp3,wicked allstars dark clouds 02 happy
7631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b/wicked_allstars-dark_clouds-02-happy-88-117.mp3,wicked allstars dark clouds 02 happy
7632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,b/wicked_allstars-dark_clouds-02-happy-117-146.mp3,wicked allstars dark clouds 02 happy
7634,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,b/wicked_allstars-dark_clouds-02-happy-175-204.mp3,wicked allstars dark clouds 02 happy
7635,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b/wicked_allstars-dark_clouds-02-happy-204-233.mp3,wicked allstars dark clouds 02 happy
7636,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b/wicked_allstars-dark_clouds-02-happy-233-262.mp3,wicked allstars dark clouds 02 happy
7651,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/ammonite-reconnection-02-heaven-30-59.mp3,ammonite reconnection 02 heaven
7653,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0/ammonite-reconnection-02-heaven-88-117.mp3,ammonite reconnection 02 heaven
7654,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/ammonite-reconnection-02-heaven-117-146.mp3,ammonite reconnection 02 heaven
7655,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/ammonite-reconnection-02-heaven-146-175.mp3,ammonite reconnection 02 heaven
7656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/ammonite-reconnection-02-heaven-175-204.mp3,ammonite reconnection 02 heaven
7658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/ammonite-reconnection-02-heaven-233-262.mp3,ammonite reconnection 02 heaven
7659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0/ammonite-reconnection-02-heaven-262-291.mp3,ammonite reconnection 02 heaven
7662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/tilopa-kyotaku_live-02-hi_fu_mi-30-59.mp3,tilopa kyotaku live 02 hi fu mi
7663,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4/tilopa-kyotaku_live-02-hi_fu_mi-59-88.mp3,tilopa kyotaku live 02 hi fu mi
7666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/tilopa-kyotaku_live-02-hi_fu_mi-146-175.mp3,tilopa kyotaku live 02 hi fu mi
7667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/tilopa-kyotaku_live-02-hi_fu_mi-175-204.mp3,tilopa kyotaku live 02 hi fu mi
7668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/tilopa-kyotaku_live-02-hi_fu_mi-204-233.mp3,tilopa kyotaku live 02 hi fu mi
7671,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9/william_brooks-silent_wings-02-hideaway-0-29.mp3,william brooks silent wings 02 hideaway
7672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9/william_brooks-silent_wings-02-hideaway-30-59.mp3,william brooks silent wings 02 hideaway
7674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/william_brooks-silent_wings-02-hideaway-88-117.mp3,william brooks silent wings 02 hideaway
7675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/william_brooks-silent_wings-02-hideaway-117-146.mp3,william brooks silent wings 02 hideaway
7679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/the_marginal_prophets-bohemian_rap_cd-02-hiphop_hypocrisy-30-59.mp3,the marginal prophets bohemian rap cd 02 hiphop hypocrisy
7681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/the_marginal_prophets-bohemian_rap_cd-02-hiphop_hypocrisy-88-117.mp3,the marginal prophets bohemian rap cd 02 hiphop hypocrisy
7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4/the_marginal_prophets-bohemian_rap_cd-02-hiphop_hypocrisy-146-175.mp3,the marginal prophets bohemian rap cd 02 hiphop hypocrisy
7688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/jag-cypress_grove_blues-02-homebound-88-117.mp3,jag cypress grove blues 02 homebound
7689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7/jag-cypress_grove_blues-02-homebound-117-146.mp3,jag cypress grove blues 02 homebound
7690,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7/jag-cypress_grove_blues-02-homebound-146-175.mp3,jag cypress grove blues 02 homebound
7698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/the_kokoon-berlin-02-how_do_i_work_this-0-29.mp3,the kokoon berlin 02 how do i work this
7699,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9/the_kokoon-berlin-02-how_do_i_work_this-30-59.mp3,the kokoon berlin 02 how do i work this
7700,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/the_kokoon-berlin-02-how_do_i_work_this-59-88.mp3,the kokoon berlin 02 how do i work this
7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/the_kokoon-berlin-02-how_do_i_work_this-88-117.mp3,the kokoon berlin 02 how do i work this
7702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/the_kokoon-berlin-02-how_do_i_work_this-117-146.mp3,the kokoon berlin 02 how do i work this
7703,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/the_kokoon-berlin-02-how_do_i_work_this-146-175.mp3,the kokoon berlin 02 how do i work this
7705,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/the_kokoon-berlin-02-how_do_i_work_this-204-233.mp3,the kokoon berlin 02 how do i work this
